state,E_ex,osc,nm
1,1.9499,0.0002,635.848982
2,2.1619,0.0023,573.4964291
3,2.2271,0.0272,556.7068969
4,2.3342,0.0078,531.1635378
5,2.5357,0.0232,488.9545017
6,2.6032,0.0484,476.2760948
7,2.661,0.0049,465.9308268
8,2.8546,0.0041,434.3312303
9,2.9125,0.0016,425.6968
10,3.0405,0.0059,407.7756718
11,3.0946,0.0026,400.6469107
12,3.1707,0.0003,391.0309805
13,3.2152,0,385.6189133
14,3.2163,0.0046,385.4870286
15,3.3249,0.0115,372.8960059
16,3.3853,0.0012,366.2428529
17,3.3988,0.0009,364.7881399
18,3.4038,0.0022,364.2522857
19,3.4199,0.0001,362.5374806
20,3.4476,0.0002,359.6246461
21,3.4635,0.0005,357.9737058
22,3.4659,0.0025,357.725823
23,3.4987,0.0005,354.3721754
24,3.531,0.0029,351.1305381
25,3.5608,0.0002,348.1919597
26,3.6025,0.0003,344.161535
27,3.6371,0.0003,340.887501
28,3.6525,0.0002,339.4502204
29,3.6545,0.0011,339.2644493
30,3.6652,0.0031,338.2740178
31,3.6716,0.0005,337.6843692
32,3.7063,0.0001,334.5228206
33,3.7401,0.0001,331.4996738
34,3.7947,0,326.7298943
35,3.8096,0.0001,325.4519976
36,3.8385,0.0008,323.0016751
37,3.8438,0.0005,322.5563063
38,3.8523,0.0043,321.8445941
39,3.8634,0.0005,320.919897
40,3.9232,0.0001,316.0282244
41,3.9336,0.0003,315.192681
42,3.9659,0.0013,312.6256159
43,3.9732,0.0001,312.0512257
44,3.9807,0.0001,311.4632929
45,3.9989,0.0006,310.0457451
46,4.0037,0.0002,309.674034
47,4.0131,0.0009,308.9486756
48,4.0405,0.0005,306.8535899
49,4.0711,0.0017,304.5471568
50,4.0897,0.0057,303.162073
51,4.1436,0.0009,299.218537
52,4.1699,0.006,297.3313341
53,4.1785,0.0021,296.7193802
54,4.1873,0.0012,296.0957968
55,4.2019,0.0065,295.0669768
56,4.2222,0.0016,293.6483184
57,4.2394,0.0044,292.4569349
58,4.2582,0.0029,291.1657343
59,4.3128,0.0027,287.4795794
60,4.319,0.0002,287.0668974
61,4.3259,0.0005,286.6090132
62,4.3907,0.002,282.3791036
63,4.3925,0.0004,282.2633876
64,4.4056,0.0085,281.4240807
65,4.45,0.0186,278.616164
66,4.4657,0.0039,277.636637
67,4.4765,0.0035,276.9668111
68,4.4862,0.0077,276.3679573
69,4.4977,0.0089,275.6613225
70,4.5086,0.0037,274.9948831
71,4.5193,0.0002,274.3437988
72,4.5413,0.0001,273.0147601
73,4.5944,0.0029,269.8593788
74,4.5986,0.0004,269.6129105
75,4.6334,0.0015,267.5879333
76,4.6359,0.0017,267.4436312
77,4.6518,0.0051,266.5295004
78,4.6615,0.0022,265.9748858
79,4.665,0.0082,265.7753333
80,4.6964,0.0027,263.9983668
81,4.7033,0.0012,263.6110667
82,4.7074,0.0009,263.3814696
83,4.7138,0.0056,263.0238725
84,4.7265,0.009,262.3171332
85,4.7306,0.0028,262.0897835
86,4.7503,0.0022,261.0028693
87,4.7549,0.0004,260.7503691
88,4.7669,0.0029,260.0939667
89,4.7743,0.0039,259.6908301
90,4.7867,0.0033,259.0180981
91,4.7886,0.0001,258.915326
92,4.8069,0.0016,257.9296282
93,4.8098,0.0009,257.7741133
94,4.8268,0.0013,256.8662323
95,4.8307,0.0011,256.6588548
96,4.8506,0.0004,255.60589
97,4.8536,0.0028,255.4479005
98,4.8612,0.004,255.0485333
99,4.8781,0.001,254.1649269
100,4.8938,0.0023,253.34953
